week_start_date,product_id,store_id,region,units_sold,revenue,promotion_flag,promotion_type,discount_pct
2026-01-05,BEV-003,STR-038,South,68,2380.0,False,,0.0
2026-01-05,BEV-003,STR-039,East,57,1895.25,True,Display,0.05
2026-01-05,BEV-003,STR-040,West,57,1995.0,False,,0.0
2026-01-05,BEV-004,STR-001,North,57,1596.0,False,,0.0
2026-01-05,BEV-004,STR-002,South,70,1960.0,False,,0.0
2026-01-05,BEV-004,STR-003,East,60,1596.0,True,Display,0.05
2026-01-05,BEV-004,STR-004,West,43,1143.8,True,Display,0.05
2026-01-05,BEV-004,STR-005,North,70,1764.0,True,Price Cut,0.1
2026-01-05,BEV-004,STR-006,South,113,3005.8,True,Display,0.05
2026-01-05,BEV-004,STR-007,East,42,1058.4,True,Price Cut,0.1
2026-01-05,BEV-004,STR-008,West,51,1356.6,True,Display,0.05
2026-01-05,BEV-004,STR-009,North,58,1542.8,True,Display,0.05
2026-01-05,BEV-004,STR-010,South,98,2469.6,True,Price Cut,0.1
2026-01-05,BEV-004,STR-011,East,52,1164.8,True,BOGO,0.2
2026-01-05,BEV-004,STR-012,West,50,1400.0,False,,0.0
2026-01-05,BEV-004,STR-013,North,39,1092.0,False,,0.0
2026-01-05,BEV-004,STR-014,South,84,2352.0,False,,0.0
2026-01-05,BEV-004,STR-015,East,30,840.0,False,,0.0
2026-01-05,BEV-004,STR-016,West,65,1820.0,False,,0.0
2026-01-05,BEV-004,STR-017,North,42,1176.0,False,,0.0
2026-01-05,BEV-004,STR-018,South,96,2284.8,True,Bundle,0.15
2026-01-05,BEV-004,STR-019,East,60,1512.0,True,Price Cut,0.1
2026-01-05,BEV-004,STR-020,West,37,1036.0,False,,0.0
2026-01-05,BEV-004,STR-021,North,59,1569.4,True,Display,0.05
2026-01-05,BEV-004,STR-022,South,93,2604.0,False,,0.0
2026-01-05,BEV-004,STR-023,East,23,644.0,False,,0.0
2026-01-05,BEV-004,STR-024,West,66,1663.2,True,Price Cut,0.1
2026-01-05,BEV-004,STR-025,North,67,1688.4,True,Price Cut,0.1
2026-01-05,BEV-004,STR-026,South,87,2436.0,False,,0.0
2026-01-05,BEV-004,STR-027,East,27,756.0,False,,0.0
2026-01-05,BEV-004,STR-028,West,36,1008.0,False,,0.0
2026-01-05,BEV-004,STR-029,North,70,1764.0,True,Price Cut,0.1
2026-01-05,BEV-004,STR-030,South,82,2296.0,False,,0.0
2026-01-05,BEV-004,STR-031,East,54,1360.8,True,Price Cut,0.1
2026-01-05,BEV-004,STR-032,West,68,1713.6,True,Price Cut,0.1
2026-01-05,BEV-004,STR-033,North,43,1204.0,False,,0.0
2026-01-05,BEV-004,STR-034,South,82,2296.0,False,,0.0
2026-01-05,BEV-004,STR-035,East,42,1176.0,False,,0.0
2026-01-05,BEV-004,STR-036,West,57,1436.4,True,Price Cut,0.1
2026-01-05,BEV-004,STR-037,North,83,2091.6,True,Price Cut,0.1
2026-01-05,BEV-004,STR-038,South,84,2352.0,False,,0.0
2026-01-05,BEV-004,STR-039,East,28,784.0,False,,0.0
2026-01-05,BEV-004,STR-040,West,71,1789.2,True,Price Cut,0.1
2026-01-05,BEV-005,STR-001,North,40,1040.0,False,,0.0
2026-01-05,BEV-005,STR-002,South,87,2262.0,False,,0.0
2026-01-05,BEV-005,STR-003,East,63,1474.2,True,Price Cut,0.1
2026-01-05,BEV-005,STR-004,West,56,1310.4,True,Price Cut,0.1
2026-01-05,BEV-005,STR-005,North,59,1534.0,False,,0.0
2026-01-05,BEV-005,STR-006,South,108,2527.2,True,Price Cut,0.1
2026-01-05,BEV-005,STR-007,East,48,1248.0,False,,0.0
2026-01-05,BEV-005,STR-008,West,81,1790.1,True,Bundle,0.15
2026-01-05,BEV-005,STR-009,North,47,1222.0,False,,0.0
2026-01-05,BEV-005,STR-010,South,72,1872.0,False,,0.0
2026-01-05,BEV-005,STR-011,East,31,806.0,False,,0.0
2026-01-05,BEV-005,STR-012,West,56,1310.4,True,Price Cut,0.1
2026-01-05,BEV-005,STR-013,North,84,1747.2,True,BOGO,0.2
2026-01-05,BEV-005,STR-014,South,139,2891.2,True,BOGO,0.2
2026-01-05,BEV-005,STR-015,East,42,1092.0,False,,0.0
2026-01-05,BEV-005,STR-016,West,65,1605.5,True,Display,0.05
2026-01-05,BEV-005,STR-017,North,50,1300.0,False,,0.0
2026-01-05,BEV-005,STR-018,South,114,2519.4,True,Bundle,0.15
2026-01-05,BEV-005,STR-019,East,47,1038.7,True,Bundle,0.15
2026-01-05,BEV-005,STR-020,West,92,2152.8,True,Price Cut,0.1
2026-01-05,BEV-005,STR-021,North,56,1456.0,False,,0.0
2026-01-05,BEV-005,STR-022,South,71,1846.0,False,,0.0
2026-01-05,BEV-005,STR-023,East,29,754.0,False,,0.0
2026-01-05,BEV-005,STR-024,West,89,1851.2,True,BOGO,0.2
2026-01-05,BEV-005,STR-025,North,47,1222.0,False,,0.0
2026-01-05,BEV-005,STR-026,South,87,2262.0,False,,0.0
2026-01-05,BEV-005,STR-027,East,44,1144.0,False,,0.0
2026-01-05,BEV-005,STR-028,West,56,1383.2,True,Display,0.05
2026-01-05,BEV-005,STR-029,North,41,1066.0,False,,0.0
2026-01-05,BEV-005,STR-030,South,88,2059.2,True,Price Cut,0.1
2026-01-05,BEV-005,STR-031,East,35,910.0,False,,0.0
2026-01-05,BEV-005,STR-032,West,58,1508.0,False,,0.0
2026-01-05,BEV-005,STR-033,North,52,1352.0,False,,0.0
2026-01-05,BEV-005,STR-034,South,79,1951.3,True,Display,0.05
2026-01-05,BEV-005,STR-035,East,41,1066.0,False,,0.0
2026-01-05,BEV-005,STR-036,West,53,1378.0,False,,0.0
2026-01-05,BEV-005,STR-037,North,41,1066.0,False,,0.0
2026-01-05,BEV-005,STR-038,South,137,2849.6,True,BOGO,0.2
2026-01-05,BEV-005,STR-039,East,40,1040.0,False,,0.0
2026-01-05,BEV-005,STR-040,West,38,988.0,False,,0.0
2026-01-05,BEV-006,STR-001,North,68,4100.4,True,Price Cut,0.1
2026-01-05,BEV-006,STR-002,South,109,6572.7,True,Price Cut,0.1
2026-01-05,BEV-006,STR-003,East,56,3564.4,True,Display,0.05
2026-01-05,BEV-006,STR-004,West,60,4020.0,False,,0.0
2026-01-05,BEV-006,STR-005,North,36,2412.0,False,,0.0
2026-01-05,BEV-006,STR-006,South,94,5668.2,True,Price Cut,0.1
2026-01-05,BEV-006,STR-007,East,45,3015.0,False,,0.0
2026-01-05,BEV-006,STR-008,West,55,3685.0,False,,0.0
2026-01-05,BEV-006,STR-009,North,55,3685.0,False,,0.0
2026-01-05,BEV-006,STR-010,South,118,7906.0,False,,0.0
2026-01-05,BEV-006,STR-011,East,45,3015.0,False,,0.0
2026-01-05,BEV-006,STR-012,West,61,4087.0,False,,0.0
2026-01-05,BEV-006,STR-013,North,72,4100.4,True,Bundle,0.15
2026-01-05,BEV-006,STR-014,South,110,6633.0,True,Price Cut,0.1
2026-01-05,BEV-006,STR-015,East,64,3430.4,True,BOGO,0.2
2026-01-05,BEV-006,STR-016,West,92,4931.2,True,BOGO,0.2
2026-01-05,BEV-006,STR-017,North,42,2814.0,False,,0.0
2026-01-05,BEV-006,STR-018,South,77,5159.0,False,,0.0
2026-01-05,BEV-006,STR-019,East,47,2834.1,True,Price Cut,0.1
2026-01-05,BEV-006,STR-020,West,50,3350.0,False,,0.0
2026-01-05,BEV-006,STR-021,North,108,5788.8,True,BOGO,0.2
2026-01-05,BEV-006,STR-022,South,61,4087.0,False,,0.0
2026-01-05,BEV-006,STR-023,East,46,3082.0,False,,0.0
2026-01-05,BEV-006,STR-024,West,33,2211.0,False,,0.0
2026-01-05,BEV-006,STR-025,North,45,3015.0,False,,0.0
2026-01-05,BEV-006,STR-026,South,90,6030.0,False,,0.0
2026-01-05,BEV-006,STR-027,East,46,2927.9,True,Display,0.05
2026-01-05,BEV-006,STR-028,West,74,3966.4,True,BOGO,0.2
2026-01-05,BEV-006,STR-029,North,42,2814.0,False,,0.0
2026-01-05,BEV-006,STR-030,South,86,5762.0,False,,0.0
2026-01-05,BEV-006,STR-031,East,32,2144.0,False,,0.0
2026-01-05,BEV-006,STR-032,West,52,3484.0,False,,0.0
2026-01-05,BEV-006,STR-033,North,65,3919.5,True,Price Cut,0.1
2026-01-05,BEV-006,STR-034,South,97,5849.1,True,Price Cut,0.1
2026-01-05,BEV-006,STR-035,East,73,4401.9,True,Price Cut,0.1
2026-01-05,BEV-006,STR-036,West,91,4877.6,True,BOGO,0.2
2026-01-05,BEV-006,STR-037,North,64,3430.4,True,BOGO,0.2
2026-01-05,BEV-006,STR-038,South,81,5427.0,False,,0.0
2026-01-05,BEV-006,STR-039,East,33,2211.0,False,,0.0
2026-01-05,BEV-006,STR-040,West,93,4984.8,True,BOGO,0.2
2026-01-05,BEV-007,STR-001,North,57,1282.5,True,Price Cut,0.1
2026-01-05,BEV-007,STR-002,South,78,1950.0,False,,0.0
2026-01-05,BEV-007,STR-003,East,45,1125.0,False,,0.0
2026-01-05,BEV-007,STR-004,West,58,1450.0,False,,0.0
2026-01-05,BEV-007,STR-005,North,52,1170.0,True,Price Cut,0.1
2026-01-05,BEV-007,STR-006,South,76,1900.0,False,,0.0
2026-01-05,BEV-007,STR-007,East,35,875.0,False,,0.0
2026-01-05,BEV-007,STR-008,West,43,1075.0,False,,0.0
2026-01-05,BEV-007,STR-009,North,82,1845.0,True,Price Cut,0.1
2026-01-05,BEV-007,STR-010,South,140,2800.0,True,BOGO,0.2
2026-01-05,BEV-007,STR-011,East,27,675.0,False,,0.0
2026-01-05,BEV-007,STR-012,West,59,1475.0,False,,0.0
2026-01-05,BEV-007,STR-013,North,71,1775.0,False,,0.0
2026-01-05,BEV-007,STR-014,South,90,2250.0,False,,0.0
2026-01-05,BEV-007,STR-015,East,24,600.0,False,,0.0
2026-01-05,BEV-007,STR-016,West,45,1125.0,False,,0.0
2026-01-05,BEV-007,STR-017,North,62,1550.0,False,,0.0
2026-01-05,BEV-007,STR-018,South,72,1800.0,False,,0.0
2026-01-05,BEV-007,STR-019,East,44,1100.0,False,,0.0
2026-01-05,BEV-007,STR-020,West,57,1425.0,False,,0.0
2026-01-05,BEV-007,STR-021,North,40,1000.0,False,,0.0
2026-01-05,BEV-007,STR-022,South,79,1975.0,False,,0.0
2026-01-05,BEV-007,STR-023,East,7,175.0,False,,0.0
2026-01-05,BEV-007,STR-024,West,39,975.0,False,,0.0
2026-01-05,BEV-007,STR-025,North,47,1175.0,False,,0.0
2026-01-05,BEV-007,STR-026,South,91,2047.5,True,Price Cut,0.1
2026-01-05,BEV-007,STR-027,East,56,1400.0,False,,0.0
2026-01-05,BEV-007,STR-028,West,35,875.0,False,,0.0
2026-01-05,BEV-007,STR-029,North,45,1125.0,False,,0.0
2026-01-05,BEV-007,STR-030,South,93,2208.75,True,Display,0.05
2026-01-05,BEV-007,STR-031,East,82,1640.0,True,BOGO,0.2
2026-01-05,BEV-007,STR-032,West,35,875.0,False,,0.0
2026-01-05,BEV-007,STR-033,North,61,1525.0,False,,0.0
2026-01-05,BEV-007,STR-034,South,92,2185.0,True,Display,0.05
2026-01-05,BEV-007,STR-035,East,30,750.0,False,,0.0
2026-01-05,BEV-007,STR-036,West,69,1552.5,True,Price Cut,0.1
2026-01-05,BEV-007,STR-037,North,51,1275.0,False,,0.0
2026-01-05,BEV-007,STR-038,South,73,1825.0,False,,0.0
2026-01-05,BEV-007,STR-039,East,46,1092.5,True,Display,0.05
2026-01-05,BEV-007,STR-040,West,46,1150.0,False,,0.0
2026-01-05,BEV-008,STR-001,North,63,2516.85,True,Bundle,0.15
2026-01-05,BEV-008,STR-002,South,110,4653.0,True,Price Cut,0.1
2026-01-05,BEV-008,STR-003,East,55,2585.0,False,,0.0
2026-01-05,BEV-008,STR-004,West,37,1739.0,False,,0.0
2026-01-05,BEV-008,STR-005,North,71,3337.0,False,,0.0
2026-01-05,BEV-008,STR-006,South,60,2820.0,False,,0.0
2026-01-05,BEV-008,STR-007,East,50,2115.0,True,Price Cut,0.1
2026-01-05,BEV-008,STR-008,West,55,2585.0,False,,0.0
2026-01-05,BEV-008,STR-009,North,87,3271.2,True,BOGO,0.2
2026-01-05,BEV-008,STR-010,South,97,4103.1,True,Price Cut,0.1
2026-01-05,BEV-008,STR-011,East,37,1739.0,False,,0.0
2026-01-05,BEV-008,STR-012,West,60,2538.0,True,Price Cut,0.1
2026-01-05,BEV-008,STR-013,North,79,2970.4,True,BOGO,0.2
2026-01-05,BEV-008,STR-014,South,88,4136.0,False,,0.0
2026-01-05,BEV-008,STR-015,East,55,2326.5,True,Price Cut,0.1
2026-01-05,BEV-008,STR-016,West,43,2021.0,False,,0.0
2026-01-05,BEV-008,STR-017,North,73,3087.9,True,Price Cut,0.1
2026-01-05,BEV-008,STR-018,South,83,3901.0,False,,0.0
2026-01-05,BEV-008,STR-019,East,48,2256.0,False,,0.0
2026-01-05,BEV-008,STR-020,West,71,3003.3,True,Price Cut,0.1
2026-01-05,BEV-008,STR-021,North,41,1927.0,False,,0.0
2026-01-05,BEV-008,STR-022,South,74,3478.0,False,,0.0
2026-01-05,BEV-008,STR-023,East,47,2209.0,False,,0.0
2026-01-05,BEV-008,STR-024,West,56,2632.0,False,,0.0
2026-01-05,BEV-008,STR-025,North,57,2545.05,True,Display,0.05
2026-01-05,BEV-008,STR-026,South,81,3807.0,False,,0.0
2026-01-05,BEV-008,STR-027,East,62,2476.9,True,Bundle,0.15
2026-01-05,BEV-008,STR-028,West,44,2068.0,False,,0.0
2026-01-05,BEV-008,STR-029,North,62,2768.3,True,Display,0.05
2026-01-05,BEV-008,STR-030,South,101,4272.3,True,Price Cut,0.1
2026-01-05,BEV-008,STR-031,East,65,2444.0,True,BOGO,0.2
2026-01-05,BEV-008,STR-032,West,60,2820.0,False,,0.0
2026-01-05,BEV-008,STR-033,North,58,2726.0,False,,0.0
2026-01-05,BEV-008,STR-034,South,100,4465.0,True,Display,0.05
2026-01-05,BEV-008,STR-035,East,65,2749.5,True,Price Cut,0.1
2026-01-05,BEV-008,STR-036,West,50,2350.0,False,,0.0
2026-01-05,BEV-008,STR-037,North,56,2632.0,False,,0.0
2026-01-05,BEV-008,STR-038,South,100,4230.0,True,Price Cut,0.1
2026-01-05,BEV-008,STR-039,East,43,2021.0,False,,0.0
2026-01-05,BEV-008,STR-040,West,56,2500.4,True,Display,0.05
2026-01-05,BEV-009,STR-001,North,50,1050.0,False,,0.0
2026-01-05,BEV-009,STR-002,South,141,2368.8,True,BOGO,0.2
2026-01-05,BEV-009,STR-003,East,31,651.0,False,,0.0
2026-01-05,BEV-009,STR-004,West,70,1470.0,False,,0.0
2026-01-05,BEV-009,STR-005,North,39,819.0,False,,0.0
2026-01-05,BEV-009,STR-006,South,67,1407.0,False,,0.0
2026-01-05,BEV-009,STR-007,East,51,1071.0,False,,0.0
2026-01-05,BEV-009,STR-008,West,92,1545.6,True,BOGO,0.2
2026-01-05,BEV-009,STR-009,North,56,1176.0,False,,0.0
2026-01-05,BEV-009,STR-010,South,86,1806.0,False,,0.0
2026-01-05,BEV-009,STR-011,East,51,963.9,True,Price Cut,0.1
2026-01-05,BEV-009,STR-012,West,41,861.0,False,,0.0
2026-01-05,BEV-009,STR-013,North,50,1050.0,False,,0.0
2026-01-05,BEV-009,STR-014,South,73,1533.0,False,,0.0
2026-01-05,BEV-009,STR-015,East,61,1152.9,True,Price Cut,0.1
2026-01-05,BEV-009,STR-016,West,48,1008.0,False,,0.0
2026-01-05,BEV-009,STR-017,North,49,977.55,True,Display,0.05
2026-01-05,BEV-009,STR-018,South,76,1596.0,False,,0.0
2026-01-05,BEV-009,STR-019,East,72,1209.6,True,BOGO,0.2
2026-01-05,BEV-009,STR-020,West,51,1017.45,True,Display,0.05
2026-01-05,BEV-009,STR-021,North,54,963.9,True,Bundle,0.15
2026-01-05,BEV-009,STR-022,South,82,1722.0,False,,0.0
2026-01-05,BEV-009,STR-023,East,42,882.0,False,,0.0
2026-01-05,BEV-009,STR-024,West,59,1115.1,True,Price Cut,0.1
2026-01-05,BEV-009,STR-025,North,45,945.0,False,,0.0
2026-01-05,BEV-009,STR-026,South,82,1722.0,False,,0.0
2026-01-05,BEV-009,STR-027,East,25,525.0,False,,0.0
2026-01-05,BEV-009,STR-028,West,43,857.85,True,Display,0.05
2026-01-05,BEV-009,STR-029,North,42,882.0,False,,0.0
2026-01-05,BEV-009,STR-030,South,77,1617.0,False,,0.0
2026-01-05,BEV-009,STR-031,East,49,977.55,True,Display,0.05
2026-01-05,BEV-009,STR-032,West,64,1344.0,False,,0.0
2026-01-05,BEV-009,STR-033,North,73,1379.7,True,Price Cut,0.1
2026-01-05,BEV-009,STR-034,South,90,1795.5,True,Display,0.05
2026-01-05,BEV-009,STR-035,East,39,819.0,False,,0.0
2026-01-05,BEV-009,STR-036,West,54,1020.6,True,Price Cut,0.1
2026-01-05,BEV-009,STR-037,North,57,1137.15,True,Display,0.05
2026-01-05,BEV-009,STR-038,South,77,1617.0,False,,0.0
2026-01-05,BEV-009,STR-039,East,53,946.05,True,Bundle,0.15
2026-01-05,BEV-009,STR-040,West,41,861.0,False,,0.0
2026-01-05,BEV-010,STR-001,North,55,1815.0,False,,0.0
2026-01-05,BEV-010,STR-002,South,107,3354.45,True,Display,0.05
2026-01-05,BEV-010,STR-003,East,66,1742.4,True,BOGO,0.2
2026-01-05,BEV-010,STR-004,West,54,1782.0,False,,0.0
2026-01-05,BEV-010,STR-005,North,56,1848.0,False,,0.0
2026-01-05,BEV-010,STR-006,South,75,2475.0,False,,0.0
2026-01-05,BEV-010,STR-007,East,48,1504.8,True,Display,0.05
2026-01-05,BEV-010,STR-008,West,50,1650.0,False,,0.0
2026-01-05,BEV-010,STR-009,North,50,1650.0,False,,0.0
2026-01-05,BEV-010,STR-010,South,72,2376.0,False,,0.0
2026-01-05,BEV-010,STR-011,East,46,1442.1,True,Display,0.05
2026-01-05,BEV-010,STR-012,West,69,2049.3,True,Price Cut,0.1
2026-01-05,BEV-010,STR-013,North,64,2112.0,False,,0.0
2026-01-05,BEV-010,STR-014,South,89,2937.0,False,,0.0
2026-01-05,BEV-010,STR-015,East,61,2013.0,False,,0.0
2026-01-05,BEV-010,STR-016,West,54,1514.7,True,Bundle,0.15
2026-01-05,BEV-010,STR-017,North,58,1914.0,False,,0.0
2026-01-05,BEV-010,STR-018,South,81,2673.0,False,,0.0
2026-01-05,BEV-010,STR-019,East,61,2013.0,False,,0.0
2026-01-05,BEV-010,STR-020,West,41,1353.0,False,,0.0
2026-01-05,BEV-010,STR-021,North,49,1536.15,True,Display,0.05
2026-01-05,BEV-010,STR-022,South,130,3432.0,True,BOGO,0.2
2026-01-05,BEV-010,STR-023,East,46,1214.4,True,BOGO,0.2
2026-01-05,BEV-010,STR-024,West,79,2085.6,True,BOGO,0.2
2026-01-05,BEV-010,STR-025,North,57,1692.9,True,Price Cut,0.1
2026-01-05,BEV-010,STR-026,South,105,3118.5,True,Price Cut,0.1
2026-01-05,BEV-010,STR-027,East,55,1633.5,True,Price Cut,0.1
2026-01-05,BEV-010,STR-028,West,68,2244.0,False,,0.0
2026-01-05,BEV-010,STR-029,North,59,1947.0,False,,0.0
2026-01-05,BEV-010,STR-030,South,98,2910.6,True,Price Cut,0.1
2026-01-05,BEV-010,STR-031,East,31,1023.0,False,,0.0
2026-01-05,BEV-010,STR-032,West,54,1782.0,False,,0.0
