week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2026-01-05,BEV-004,STR-026,153,44,87,110,False
2026-01-05,BEV-004,STR-027,170,75,27,218,False
2026-01-05,BEV-004,STR-028,198,88,36,250,False
2026-01-05,BEV-004,STR-029,200,45,70,175,False
2026-01-05,BEV-004,STR-030,88,62,82,68,False
2026-01-05,BEV-004,STR-031,164,35,54,145,False
2026-01-05,BEV-004,STR-032,118,84,68,134,False
2026-01-05,BEV-004,STR-033,132,61,43,150,False
2026-01-05,BEV-004,STR-034,117,90,82,125,False
2026-01-05,BEV-004,STR-035,133,68,42,159,False
2026-01-05,BEV-004,STR-036,195,42,57,180,False
2026-01-05,BEV-004,STR-037,118,71,83,106,False
2026-01-05,BEV-004,STR-038,80,58,84,54,False
2026-01-05,BEV-004,STR-039,135,94,28,201,False
2026-01-05,BEV-004,STR-040,121,79,71,129,False
2026-01-05,BEV-005,STR-001,166,47,40,173,False
2026-01-05,BEV-005,STR-002,181,41,87,135,False
2026-01-05,BEV-005,STR-003,116,85,63,138,False
2026-01-05,BEV-005,STR-004,159,62,56,165,False
2026-01-05,BEV-005,STR-005,176,50,59,167,False
2026-01-05,BEV-005,STR-006,108,45,108,45,False
2026-01-05,BEV-005,STR-007,85,51,48,88,False
2026-01-05,BEV-005,STR-008,158,29,81,106,False
2026-01-05,BEV-005,STR-009,193,100,47,246,False
2026-01-05,BEV-005,STR-010,171,69,72,168,False
2026-01-05,BEV-005,STR-011,111,38,31,118,False
2026-01-05,BEV-005,STR-012,80,33,56,57,False
2026-01-05,BEV-005,STR-013,108,42,84,66,False
2026-01-05,BEV-005,STR-014,169,86,139,116,False
2026-01-05,BEV-005,STR-015,151,51,42,160,False
2026-01-05,BEV-005,STR-016,95,78,65,108,False
2026-01-05,BEV-005,STR-017,139,87,50,176,False
2026-01-05,BEV-005,STR-018,156,60,114,102,False
2026-01-05,BEV-005,STR-019,194,76,47,223,False
2026-01-05,BEV-005,STR-020,172,84,92,164,False
2026-01-05,BEV-005,STR-021,196,90,56,230,False
2026-01-05,BEV-005,STR-022,100,80,71,109,False
2026-01-05,BEV-005,STR-023,176,51,29,198,False
2026-01-05,BEV-005,STR-024,115,86,89,112,False
2026-01-05,BEV-005,STR-025,110,55,47,118,False
2026-01-05,BEV-005,STR-026,171,56,87,140,False
2026-01-05,BEV-005,STR-027,122,60,44,138,False
2026-01-05,BEV-005,STR-028,90,37,56,71,False
2026-01-05,BEV-005,STR-029,129,39,41,127,False
2026-01-05,BEV-005,STR-030,88,73,88,73,False
2026-01-05,BEV-005,STR-031,149,79,35,193,False
2026-01-05,BEV-005,STR-032,106,73,58,121,False
2026-01-05,BEV-005,STR-033,178,94,52,220,False
2026-01-05,BEV-005,STR-034,82,93,79,96,False
2026-01-05,BEV-005,STR-035,80,65,41,104,False
2026-01-05,BEV-005,STR-036,129,73,53,149,False
2026-01-05,BEV-005,STR-037,174,89,41,222,False
2026-01-05,BEV-005,STR-038,194,48,137,105,False
2026-01-05,BEV-005,STR-039,114,75,40,149,False
2026-01-05,BEV-005,STR-040,129,63,38,154,False
2026-01-05,BEV-006,STR-001,182,71,68,185,False
2026-01-05,BEV-006,STR-002,187,79,109,157,False
2026-01-05,BEV-006,STR-003,159,88,56,191,False
2026-01-05,BEV-006,STR-004,130,95,60,165,False
2026-01-05,BEV-006,STR-005,83,30,36,77,False
2026-01-05,BEV-006,STR-006,97,79,94,82,False
2026-01-05,BEV-006,STR-007,113,68,45,136,False
2026-01-05,BEV-006,STR-008,138,61,55,144,False
2026-01-05,BEV-006,STR-009,192,68,55,205,False
2026-01-05,BEV-006,STR-010,186,73,118,141,False
2026-01-05,BEV-006,STR-011,90,80,45,125,False
2026-01-05,BEV-006,STR-012,149,26,61,114,False
2026-01-05,BEV-006,STR-013,124,48,72,100,False
2026-01-05,BEV-006,STR-014,179,25,110,94,False
2026-01-05,BEV-006,STR-015,111,45,64,92,False
2026-01-05,BEV-006,STR-016,159,39,92,106,False
2026-01-05,BEV-006,STR-017,140,34,42,132,False
2026-01-05,BEV-006,STR-018,107,79,77,109,False
2026-01-05,BEV-006,STR-019,178,67,47,198,False
2026-01-05,BEV-006,STR-020,157,34,50,141,False
2026-01-05,BEV-006,STR-021,100,59,108,51,False
2026-01-05,BEV-006,STR-022,83,59,61,81,False
2026-01-05,BEV-006,STR-023,196,68,46,218,False
2026-01-05,BEV-006,STR-024,171,45,33,183,False
2026-01-05,BEV-006,STR-025,168,100,45,223,False
2026-01-05,BEV-006,STR-026,169,58,90,137,False
2026-01-05,BEV-006,STR-027,156,35,46,145,False
2026-01-05,BEV-006,STR-028,152,25,74,103,False
2026-01-05,BEV-006,STR-029,134,67,42,159,False
2026-01-05,BEV-006,STR-030,162,63,86,139,False
2026-01-05,BEV-006,STR-031,133,82,32,183,False
2026-01-05,BEV-006,STR-032,126,78,52,152,False
2026-01-05,BEV-006,STR-033,135,42,65,112,False
2026-01-05,BEV-006,STR-034,163,54,97,120,False
2026-01-05,BEV-006,STR-035,197,88,73,212,False
2026-01-05,BEV-006,STR-036,139,75,91,123,False
2026-01-05,BEV-006,STR-037,155,54,64,145,False
2026-01-05,BEV-006,STR-038,111,31,81,61,False
2026-01-05,BEV-006,STR-039,137,51,33,155,False
2026-01-05,BEV-006,STR-040,152,98,93,157,False
2026-01-05,BEV-007,STR-001,123,23,57,89,False
2026-01-05,BEV-007,STR-002,121,43,78,86,False
2026-01-05,BEV-007,STR-003,125,53,45,133,False
2026-01-05,BEV-007,STR-004,192,96,58,230,False
2026-01-05,BEV-007,STR-005,115,91,52,154,False
2026-01-05,BEV-007,STR-006,104,30,76,58,False
2026-01-05,BEV-007,STR-007,132,82,35,179,False
2026-01-05,BEV-007,STR-008,110,80,43,147,False
2026-01-05,BEV-007,STR-009,142,77,82,137,False
2026-01-05,BEV-007,STR-010,91,57,140,8,False
2026-01-05,BEV-007,STR-011,168,51,27,192,False
2026-01-05,BEV-007,STR-012,154,67,59,162,False
2026-01-05,BEV-007,STR-013,147,64,71,140,False
2026-01-05,BEV-007,STR-014,175,90,90,175,False
2026-01-05,BEV-007,STR-015,169,78,24,223,False
2026-01-05,BEV-007,STR-016,112,49,45,116,False
2026-01-05,BEV-007,STR-017,104,60,62,102,False
2026-01-05,BEV-007,STR-018,148,43,72,119,False
2026-01-05,BEV-007,STR-019,174,81,44,211,False
2026-01-05,BEV-007,STR-020,155,87,57,185,False
2026-01-05,BEV-007,STR-021,92,44,40,96,False
2026-01-05,BEV-007,STR-022,126,42,79,89,False
2026-01-05,BEV-007,STR-023,170,88,7,251,False
2026-01-05,BEV-007,STR-024,85,26,39,72,False
2026-01-05,BEV-007,STR-025,169,36,47,158,False
2026-01-05,BEV-007,STR-026,176,82,91,167,False
2026-01-05,BEV-007,STR-027,81,93,56,118,False
2026-01-05,BEV-007,STR-028,141,76,35,182,False
2026-01-05,BEV-007,STR-029,86,52,45,93,False
2026-01-05,BEV-007,STR-030,141,34,93,82,False
2026-01-05,BEV-007,STR-031,131,82,82,131,False
2026-01-05,BEV-007,STR-032,160,26,35,151,False
2026-01-05,BEV-007,STR-033,183,92,61,214,False
2026-01-05,BEV-007,STR-034,90,51,92,49,False
2026-01-05,BEV-007,STR-035,177,73,30,220,False
2026-01-05,BEV-007,STR-036,181,99,69,211,False
2026-01-05,BEV-007,STR-037,146,68,51,163,False
2026-01-05,BEV-007,STR-038,136,58,73,121,False
2026-01-05,BEV-007,STR-039,134,59,46,147,False
2026-01-05,BEV-007,STR-040,87,98,46,139,False
2026-01-05,BEV-008,STR-001,92,46,63,75,False
2026-01-05,BEV-008,STR-002,113,30,110,33,False
2026-01-05,BEV-008,STR-003,102,90,55,137,False
2026-01-05,BEV-008,STR-004,80,72,37,115,False
2026-01-05,BEV-008,STR-005,156,80,71,165,False
2026-01-05,BEV-008,STR-006,109,56,60,105,False
2026-01-05,BEV-008,STR-007,169,78,50,197,False
2026-01-05,BEV-008,STR-008,109,53,55,107,False
2026-01-05,BEV-008,STR-009,160,95,87,168,False
2026-01-05,BEV-008,STR-010,199,45,97,147,False
2026-01-05,BEV-008,STR-011,149,48,37,160,False
2026-01-05,BEV-008,STR-012,196,54,60,190,False
2026-01-05,BEV-008,STR-013,89,27,79,37,False
2026-01-05,BEV-008,STR-014,119,96,88,127,False
2026-01-05,BEV-008,STR-015,152,56,55,153,False
2026-01-05,BEV-008,STR-016,139,58,43,154,False
2026-01-05,BEV-008,STR-017,200,54,73,181,False
2026-01-05,BEV-008,STR-018,143,76,83,136,False
2026-01-05,BEV-008,STR-019,85,75,48,112,False
2026-01-05,BEV-008,STR-020,157,52,71,138,False
2026-01-05,BEV-008,STR-021,109,93,41,161,False
2026-01-05,BEV-008,STR-022,82,54,74,62,False
2026-01-05,BEV-008,STR-023,177,42,47,172,False
2026-01-05,BEV-008,STR-024,163,76,56,183,False
2026-01-05,BEV-008,STR-025,103,94,57,140,False
2026-01-05,BEV-008,STR-026,184,82,81,185,False
2026-01-05,BEV-008,STR-027,140,64,62,142,False
2026-01-05,BEV-008,STR-028,121,33,44,110,False
2026-01-05,BEV-008,STR-029,122,72,62,132,False
2026-01-05,BEV-008,STR-030,116,71,101,86,False
2026-01-05,BEV-008,STR-031,150,24,65,109,False
2026-01-05,BEV-008,STR-032,120,52,60,112,False
2026-01-05,BEV-008,STR-033,178,71,58,191,False
2026-01-05,BEV-008,STR-034,185,20,100,105,False
2026-01-05,BEV-008,STR-035,149,79,65,163,False
2026-01-05,BEV-008,STR-036,104,86,50,140,False
2026-01-05,BEV-008,STR-037,176,83,56,203,False
2026-01-05,BEV-008,STR-038,177,26,100,103,False
2026-01-05,BEV-008,STR-039,150,36,43,143,False
2026-01-05,BEV-008,STR-040,136,82,56,162,False
2026-01-05,BEV-009,STR-001,160,97,50,207,False
2026-01-05,BEV-009,STR-002,170,40,141,69,False
2026-01-05,BEV-009,STR-003,81,90,31,140,False
2026-01-05,BEV-009,STR-004,108,34,70,72,False
2026-01-05,BEV-009,STR-005,95,39,39,95,False
2026-01-05,BEV-009,STR-006,171,57,67,161,False
2026-01-05,BEV-009,STR-007,114,73,51,136,False
2026-01-05,BEV-009,STR-008,140,51,92,99,False
2026-01-05,BEV-009,STR-009,98,69,56,111,False
2026-01-05,BEV-009,STR-010,156,85,86,155,False
2026-01-05,BEV-009,STR-011,97,28,51,74,False
2026-01-05,BEV-009,STR-012,181,73,41,213,False
2026-01-05,BEV-009,STR-013,180,84,50,214,False
2026-01-05,BEV-009,STR-014,80,56,73,63,False
2026-01-05,BEV-009,STR-015,187,95,61,221,False
2026-01-05,BEV-009,STR-016,164,82,48,198,False
2026-01-05,BEV-009,STR-017,137,88,49,176,False
2026-01-05,BEV-009,STR-018,122,90,76,136,False
2026-01-05,BEV-009,STR-019,128,78,72,134,False
2026-01-05,BEV-009,STR-020,191,44,51,184,False
2026-01-05,BEV-009,STR-021,110,93,54,149,False
2026-01-05,BEV-009,STR-022,189,72,82,179,False
2026-01-05,BEV-009,STR-023,175,80,42,213,False
2026-01-05,BEV-009,STR-024,183,68,59,192,False
2026-01-05,BEV-009,STR-025,164,39,45,158,False
2026-01-05,BEV-009,STR-026,84,36,82,38,False
2026-01-05,BEV-009,STR-027,155,62,25,192,False
2026-01-05,BEV-009,STR-028,191,76,43,224,False
2026-01-05,BEV-009,STR-029,196,78,42,232,False
2026-01-05,BEV-009,STR-030,98,72,77,93,False
2026-01-05,BEV-009,STR-031,99,29,49,79,False
2026-01-05,BEV-009,STR-032,113,63,64,112,False
2026-01-05,BEV-009,STR-033,130,30,73,87,False
2026-01-05,BEV-009,STR-034,189,88,90,187,False
2026-01-05,BEV-009,STR-035,120,100,39,181,False
2026-01-05,BEV-009,STR-036,177,82,54,205,False
2026-01-05,BEV-009,STR-037,84,99,57,126,False
2026-01-05,BEV-009,STR-038,160,56,77,139,False
2026-01-05,BEV-009,STR-039,175,31,53,153,False
2026-01-05,BEV-009,STR-040,92,32,41,83,False
2026-01-05,BEV-010,STR-001,168,58,55,171,False
2026-01-05,BEV-010,STR-002,85,61,107,39,False
2026-01-05,BEV-010,STR-003,117,65,66,116,False
2026-01-05,BEV-010,STR-004,98,51,54,95,False
2026-01-05,BEV-010,STR-005,152,43,56,139,False
2026-01-05,BEV-010,STR-006,90,98,75,113,False
2026-01-05,BEV-010,STR-007,159,50,48,161,False
2026-01-05,BEV-010,STR-008,154,38,50,142,False
2026-01-05,BEV-010,STR-009,161,52,50,163,False
2026-01-05,BEV-010,STR-010,165,21,72,114,False
2026-01-05,BEV-010,STR-011,139,56,46,149,False
2026-01-05,BEV-010,STR-012,100,29,69,60,False
2026-01-05,BEV-010,STR-013,124,95,64,155,False
2026-01-05,BEV-010,STR-014,134,52,89,97,False
2026-01-05,BEV-010,STR-015,118,45,61,102,False
2026-01-05,BEV-010,STR-016,189,81,54,216,False
2026-01-05,BEV-010,STR-017,128,93,58,163,False
2026-01-05,BEV-010,STR-018,117,57,81,93,False
2026-01-05,BEV-010,STR-019,186,70,61,195,False
2026-01-05,BEV-010,STR-020,152,26,41,137,False
2026-01-05,BEV-010,STR-021,175,83,49,209,False
2026-01-05,BEV-010,STR-022,195,56,130,121,False
2026-01-05,BEV-010,STR-023,109,97,46,160,False
2026-01-05,BEV-010,STR-024,108,44,79,73,False
2026-01-05,BEV-010,STR-025,166,37,57,146,False
2026-01-05,BEV-010,STR-026,195,100,105,190,False
2026-01-05,BEV-010,STR-027,119,76,55,140,False
2026-01-05,BEV-010,STR-028,126,36,68,94,False
2026-01-05,BEV-010,STR-029,117,61,59,119,False
2026-01-05,BEV-010,STR-030,102,45,98,49,False
2026-01-05,BEV-010,STR-031,149,66,31,184,False
2026-01-05,BEV-010,STR-032,196,54,54,196,False
2026-01-05,BEV-010,STR-033,112,81,71,122,False
2026-01-05,BEV-010,STR-034,117,63,118,62,False
2026-01-05,BEV-010,STR-035,139,29,79,89,False
2026-01-05,BEV-010,STR-036,108,70,45,133,False
2026-01-05,BEV-010,STR-037,182,91,45,228,False
2026-01-05,BEV-010,STR-038,181,70,93,158,False
2026-01-05,BEV-010,STR-039,148,35,38,145,False
2026-01-05,BEV-010,STR-040,166,53,62,157,False
2026-01-05,BEV-011,STR-001,185,67,34,218,False
2026-01-05,BEV-011,STR-002,109,80,74,115,False
2026-01-05,BEV-011,STR-003,193,91,40,244,False
2026-01-05,BEV-011,STR-004,158,48,50,156,False
2026-01-05,BEV-011,STR-005,161,79,60,180,False
2026-01-05,BEV-011,STR-006,118,72,98,92,False
2026-01-05,BEV-011,STR-007,85,24,29,80,False
2026-01-05,BEV-011,STR-008,143,34,48,129,False
2026-01-05,BEV-011,STR-009,193,88,51,230,False
2026-01-05,BEV-011,STR-010,138,67,85,120,False
2026-01-05,BEV-011,STR-011,175,89,59,205,False
2026-01-05,BEV-011,STR-012,175,39,38,176,False
2026-01-05,BEV-011,STR-013,163,32,42,153,False
2026-01-05,BEV-011,STR-014,158,72,148,82,False
2026-01-05,BEV-011,STR-015,115,24,49,90,False
2026-01-05,BEV-011,STR-016,107,76,57,126,False
2026-01-05,BEV-011,STR-017,110,66,65,111,False
2026-01-05,BEV-011,STR-018,167,67,81,153,False
2026-01-05,BEV-011,STR-019,162,65,51,176,False
2026-01-05,BEV-011,STR-020,115,44,50,109,False
2026-01-05,BEV-011,STR-021,188,78,83,183,False
2026-01-05,BEV-011,STR-022,107,96,97,106,False
2026-01-05,BEV-011,STR-023,86,62,47,101,False
2026-01-05,BEV-011,STR-024,96,92,59,129,False
2026-01-05,BEV-011,STR-025,186,90,56,220,False
2026-01-05,BEV-011,STR-026,107,49,93,63,False
2026-01-05,BEV-011,STR-027,98,96,30,164,False
2026-01-05,BEV-011,STR-028,189,38,56,171,False
2026-01-05,BEV-011,STR-029,149,52,73,128,False
2026-01-05,BEV-011,STR-030,94,23,118,0,True
2026-01-05,BEV-011,STR-031,125,50,28,147,False
2026-01-05,BEV-011,STR-032,82,42,29,95,False
2026-01-05,BEV-011,STR-033,96,73,47,122,False
2026-01-05,BEV-011,STR-034,175,28,87,116,False
2026-01-05,BEV-011,STR-035,179,66,55,190,False
2026-01-05,BEV-011,STR-036,93,77,50,120,False
2026-01-05,BEV-011,STR-037,158,25,66,117,False
2026-01-05,BEV-011,STR-038,196,86,90,192,False
2026-01-05,BEV-011,STR-039,162,23,22,163,False
2026-01-05,BEV-011,STR-040,141,71,49,163,False
2026-01-05,BEV-012,STR-001,93,82,53,122,False
2026-01-05,BEV-012,STR-002,136,29,103,62,False
2026-01-05,BEV-012,STR-003,121,97,25,193,False
2026-01-05,BEV-012,STR-004,96,55,49,102,False
2026-01-05,BEV-012,STR-005,154,90,51,193,False
2026-01-05,BEV-012,STR-006,128,96,110,114,False
2026-01-05,BEV-012,STR-007,138,84,43,179,False
2026-01-05,BEV-012,STR-008,92,34,55,71,False
2026-01-05,BEV-012,STR-009,163,90,52,201,False
2026-01-05,BEV-012,STR-010,107,75,93,89,False
2026-01-05,BEV-012,STR-011,109,72,39,142,False
2026-01-05,BEV-012,STR-012,138,71,59,150,False
2026-01-05,BEV-012,STR-013,92,60,40,112,False
2026-01-05,BEV-012,STR-014,165,52,85,132,False
2026-01-05,BEV-012,STR-015,99,80,34,145,False
2026-01-05,BEV-012,STR-016,186,30,42,174,False
2026-01-05,BEV-012,STR-017,92,67,48,111,False
2026-01-05,BEV-012,STR-018,151,27,125,53,False
2026-01-05,BEV-012,STR-019,151,91,34,208,False
2026-01-05,BEV-012,STR-020,95,72,38,129,False
2026-01-05,BEV-012,STR-021,165,74,69,170,False
2026-01-05,BEV-012,STR-022,172,26,92,106,False
2026-01-05,BEV-012,STR-023,156,59,43,172,False
2026-01-05,BEV-012,STR-024,153,84,52,185,False
2026-01-05,BEV-012,STR-025,164,81,48,197,False
2026-01-05,BEV-012,STR-026,93,64,77,80,False
2026-01-05,BEV-012,STR-027,127,34,74,87,False
2026-01-05,BEV-012,STR-028,153,48,92,109,False
2026-01-05,BEV-012,STR-029,188,91,79,200,False
2026-01-05,BEV-012,STR-030,184,99,94,189,False
2026-01-05,BEV-012,STR-031,162,91,49,204,False
2026-01-05,BEV-012,STR-032,198,54,26,226,False
2026-01-05,BEV-012,STR-033,114,59,34,139,False
2026-01-05,BEV-012,STR-034,124,20,105,39,False
2026-01-05,BEV-012,STR-035,98,92,56,134,False
2026-01-05,BEV-012,STR-036,88,38,62,64,False
2026-01-05,BEV-012,STR-037,83,31,70,44,False
2026-01-05,BEV-012,STR-038,107,68,107,68,False
2026-01-05,BEV-012,STR-039,123,40,70,93,False
2026-01-05,BEV-012,STR-040,172,61,61,172,False
2026-01-05,BEV-013,STR-001,152,96,109,139,False
2026-01-05,BEV-013,STR-002,86,39,70,55,False
2026-01-05,BEV-013,STR-003,159,26,23,162,False
2026-01-05,BEV-013,STR-004,114,76,67,123,False
2026-01-05,BEV-013,STR-005,142,97,76,163,False
2026-01-05,BEV-013,STR-006,114,47,65,96,False
2026-01-05,BEV-013,STR-007,94,64,61,97,False
2026-01-05,BEV-013,STR-008,116,95,39,172,False
2026-01-05,BEV-013,STR-009,165,59,81,143,False
2026-01-05,BEV-013,STR-010,130,96,88,138,False
2026-01-05,BEV-013,STR-011,106,58,39,125,False
2026-01-05,BEV-013,STR-012,178,37,72,143,False
2026-01-05,BEV-013,STR-013,117,61,111,67,False
2026-01-05,BEV-013,STR-014,143,75,71,147,False
2026-01-05,BEV-013,STR-015,128,88,55,161,False
2026-01-05,BEV-013,STR-016,144,91,70,165,False
2026-01-05,BEV-013,STR-017,183,65,100,148,False
